,playback_duration_sec,rebuffer_duration_sec,video_duration_sec,N_playback_frames,height,width,rebuffer_number,content_spatial_information,content_temporal_information,frame_rate,N_rebuffer_frames,N_total_frames,throughput_trace_name
0,26.066666666666666,0.0,26.066666666666666,782,1080,1920,0,64.01331619785371,24.66584142488366,30.0,0,782,Tram_ljabru_jernbanetorget
0,27.0,4.733333333333333,31.733333333333334,810,1080,1920,3,45.25730181933437,6.47053159800503,30.0,142,952,Bus_ljansbakken_oslo
0,27.0,5.0,32.0,648,1080,1920,3,34.61757824674989,21.4034009946156,24.0,120,768,Bus_ljansbakken_oslo
0,27.0,0.0,27.0,648,1080,1920,0,34.61757824674989,21.4034009946156,24.0,0,648,Tram_jernbanetorget_ljabru
0,27.533333333333335,0.0,27.533333333333335,826,1080,1920,0,46.559426250657445,6.704285474180124,30.0,0,826,Metro_kalbakken_jernbanetorget
0,27.0,0.4166666666666667,27.416666666666668,648,1080,1920,1,34.61757824674989,21.4034009946156,24.0,10,658,Train_vestby_oslo
0,26.066666666666666,1.2333333333333334,27.3,782,1080,1920,3,64.01331619785371,24.66584142488366,30.0,37,819,Car_snaroya_smestad
0,27.933333333333334,0.0,27.933333333333334,838,1080,1920,0,51.2398822772529,12.835748041155938,30.0,0,838,Metro_kalbakken_jernbanetorget
0,27.166666666666668,1.3333333333333333,28.5,815,1080,1920,3,57.92489190208584,8.566515536550902,30.0,40,855,Tram_ljabru_jernbanetorget
0,26.401374999999998,2.8361666666666663,29.237541666666665,633,1080,1920,6,48.80988581524824,30.562098419365153,23.976023976023978,68,701,Tram_ljabru_jernbanetorget
0,27.0,6.583333333333333,33.583333333333336,648,1080,1920,2,69.11774877987803,31.887388545502258,24.0,158,806,Bus_ljansbakken_oslo
0,27.0,1.7083333333333333,28.708333333333332,648,1080,1920,1,69.11774877987803,31.887388545502258,24.0,41,689,Metro_kalbakken_jernbanetorget
0,27.033333333333335,0.0,27.033333333333335,811,1080,1920,0,14.2797843224242,6.6985359883237345,30.0,0,811,Ferry_nesoddtangen_oslo
0,27.166666666666668,0.0,27.166666666666668,815,1080,1920,0,57.92489190208584,8.566515536550902,30.0,0,815,Ferry_nesoddtangen_oslo
0,26.633333333333333,0.0,26.633333333333333,799,1080,1920,0,36.516496571081376,3.111321647896646,30.0,0,799,Car_snaroya_smestad
0,27.0,5.5,32.5,810,1080,1920,3,45.25730181933437,6.47053159800503,30.0,165,975,Bus_ljansbakken_oslo
0,27.0,0.9166666666666666,27.916666666666668,648,1080,1920,2,34.61757824674989,21.4034009946156,24.0,22,670,Tram_ljabru_jernbanetorget
0,27.166666666666668,3.9,31.066666666666666,815,1080,1920,5,57.92489190208584,8.566515536550902,30.0,117,932,Tram_ljabru_jernbanetorget
0,26.633333333333333,0.0,26.633333333333333,799,1080,1920,0,36.516496571081376,3.111321647896646,30.0,0,799,Ferry_nesoddtangen_oslo
0,27.694333333333333,0.0,27.694333333333333,664,1080,1920,0,72.4592681682656,30.94810643457089,23.976023976023978,0,664,Ferry_nesoddtangen_oslo
0,26.625,4.958333333333333,31.583333333333332,639,1080,1920,3,43.56221475321591,11.106231569191065,24.0,119,758,Bus_ljansbakken_oslo
0,27.694333333333333,0.0,27.694333333333333,664,1080,1920,0,72.4592681682656,30.94810643457089,23.976023976023978,0,664,Ferry_nesoddtangen_oslo
0,26.466666666666665,0.1,26.566666666666666,794,1080,1920,1,32.45626741582569,23.969860687024266,30.0,3,797,Train_vestby_oslo
0,27.0,0.0,27.0,810,1080,1920,0,45.25730181933437,6.47053159800503,30.0,0,810,Train_vestby_oslo
0,26.466666666666665,0.0,26.466666666666665,794,1080,1920,0,32.45626741582569,23.969860687024266,30.0,0,794,Ferry_nesoddtangen_oslo
0,25.0,0.0,25.0,625,1080,1920,0,92.9468199053504,30.131945716916807,25.0,0,625,Tram_ljabru_jernbanetorget
0,27.533333333333335,0.0,27.533333333333335,826,1080,1920,0,46.559426250657445,6.704285474180124,30.0,0,826,Tram_ljabru_jernbanetorget
0,25.0,0.0,25.0,625,1080,1920,0,92.9468199053504,30.131945716916807,25.0,0,625,Car_snaroya_smestad
0,27.0,0.0,27.0,810,1080,1920,0,45.25730181933437,6.47053159800503,30.0,0,810,Tram_jernbanetorget_ljabru
0,27.533333333333335,0.03333333333333333,27.566666666666666,826,1080,1920,1,46.559426250657445,6.704285474180124,30.0,1,827,Train_vestby_oslo
0,27.933333333333334,1.8333333333333333,29.766666666666666,838,1080,1920,3,51.2398822772529,12.835748041155938,30.0,55,893,Car_snaroya_smestad
0,26.066666666666666,0.0,26.066666666666666,782,1080,1920,0,64.01331619785371,24.66584142488366,30.0,0,782,Tram_jernbanetorget_ljabru
0,26.066666666666666,0.0,26.066666666666666,782,1080,1920,0,64.01331619785371,24.66584142488366,30.0,0,782,Metro_kalbakken_jernbanetorget
0,27.166666666666668,0.0,27.166666666666668,815,1080,1920,0,57.92489190208584,8.566515536550902,30.0,0,815,Metro_kalbakken_jernbanetorget
0,26.401374999999998,6.464791666666666,32.866166666666665,633,1080,1920,3,48.80988581524824,30.562098419365153,23.976023976023978,155,788,Bus_ljansbakken_oslo
0,27.0,0.0,27.0,810,1080,1920,0,45.25730181933437,6.47053159800503,30.0,0,810,Train_vestby_oslo
0,27.0,0.125,27.125,648,1080,1920,1,69.11774877987803,31.887388545502258,24.0,3,651,Train_vestby_oslo
0,26.633333333333333,0.0,26.633333333333333,799,1080,1920,0,36.516496571081376,3.111321647896646,30.0,0,799,Tram_ljabru_jernbanetorget
0,27.033333333333335,0.0,27.033333333333335,811,1080,1920,0,14.2797843224242,6.6985359883237345,30.0,0,811,Train_vestby_oslo
0,27.166666666666668,0.0,27.166666666666668,815,1080,1920,0,57.92489190208584,8.566515536550902,30.0,0,815,Metro_kalbakken_jernbanetorget
0,26.401374999999998,5.672333333333333,32.07370833333333,633,1080,1920,2,48.80988581524824,30.562098419365153,23.976023976023978,136,769,Metro_kalbakken_jernbanetorget
0,26.066666666666666,3.7333333333333334,29.8,782,1080,1920,3,64.01331619785371,24.66584142488366,30.0,112,894,Bus_ljansbakken_oslo
0,27.033333333333335,0.0,27.033333333333335,811,1080,1920,0,14.2797843224242,6.6985359883237345,30.0,0,811,Metro_kalbakken_jernbanetorget
0,26.401374999999998,0.0,26.401374999999998,633,1080,1920,0,48.80988581524824,30.562098419365153,23.976023976023978,0,633,Metro_kalbakken_jernbanetorget
0,27.166666666666668,0.0,27.166666666666668,815,1080,1920,0,57.92489190208584,8.566515536550902,30.0,0,815,Ferry_nesoddtangen_oslo
0,26.625,0.0,26.625,639,1080,1920,0,43.56221475321591,11.106231569191065,24.0,0,639,Ferry_nesoddtangen_oslo
0,26.633333333333333,0.0,26.633333333333333,799,1080,1920,0,36.516496571081376,3.111321647896646,30.0,0,799,Tram_jernbanetorget_ljabru
0,27.0,1.9166666666666667,28.916666666666668,648,1080,1920,2,69.11774877987803,31.887388545502258,24.0,46,694,Metro_kalbakken_jernbanetorget
0,27.0,1.2,28.2,810,1080,1920,2,45.25730181933437,6.47053159800503,30.0,36,846,Car_snaroya_smestad
0,25.0,0.0,25.0,625,1080,1920,0,92.9468199053504,30.131945716916807,25.0,0,625,Tram_jernbanetorget_ljabru
0,27.933333333333334,0.0,27.933333333333334,838,1080,1920,0,51.2398822772529,12.835748041155938,30.0,0,838,Ferry_nesoddtangen_oslo
0,27.533333333333335,0.0,27.533333333333335,826,1080,1920,0,46.559426250657445,6.704285474180124,30.0,0,826,Metro_kalbakken_jernbanetorget
0,26.466666666666665,0.0,26.466666666666665,794,1080,1920,0,32.45626741582569,23.969860687024266,30.0,0,794,Metro_kalbakken_jernbanetorget
0,26.633333333333333,0.26666666666666666,26.9,799,1080,1920,2,36.516496571081376,3.111321647896646,30.0,8,807,Train_vestby_oslo
0,27.694333333333333,0.0,27.694333333333333,664,1080,1920,0,72.4592681682656,30.94810643457089,23.976023976023978,0,664,Tram_jernbanetorget_ljabru
0,26.066666666666666,0.0,26.066666666666666,782,1080,1920,0,64.01331619785371,24.66584142488366,30.0,0,782,Tram_jernbanetorget_ljabru
0,26.633333333333333,1.2333333333333334,27.866666666666667,799,1080,1920,2,36.516496571081376,3.111321647896646,30.0,37,836,Car_snaroya_smestad
0,27.033333333333335,0.0,27.033333333333335,811,1080,1920,0,14.2797843224242,6.6985359883237345,30.0,0,811,Metro_kalbakken_jernbanetorget
0,26.625,0.0,26.625,639,1080,1920,0,43.56221475321591,11.106231569191065,24.0,0,639,Car_snaroya_smestad
0,26.466666666666665,0.0,26.466666666666665,794,1080,1920,0,32.45626741582569,23.969860687024266,30.0,0,794,Ferry_nesoddtangen_oslo
0,27.0,0.0,27.0,810,1080,1920,0,45.25730181933437,6.47053159800503,30.0,0,810,Tram_jernbanetorget_ljabru
0,27.033333333333335,5.733333333333333,32.766666666666666,811,1080,1920,1,14.2797843224242,6.6985359883237345,30.0,172,983,Tram_ljabru_jernbanetorget
0,27.033333333333335,0.0,27.033333333333335,811,1080,1920,0,14.2797843224242,6.6985359883237345,30.0,0,811,Tram_jernbanetorget_ljabru
0,27.0,0.0,27.0,648,1080,1920,0,34.61757824674989,21.4034009946156,24.0,0,648,Metro_kalbakken_jernbanetorget
0,27.933333333333334,0.26666666666666666,28.2,838,1080,1920,1,51.2398822772529,12.835748041155938,30.0,8,846,Car_snaroya_smestad
0,26.625,0.0,26.625,639,1080,1920,0,43.56221475321591,11.106231569191065,24.0,0,639,Train_vestby_oslo
0,27.0,3.9166666666666665,30.916666666666668,648,1080,1920,8,69.11774877987803,31.887388545502258,24.0,94,742,Tram_ljabru_jernbanetorget
0,25.0,0.0,25.0,625,1080,1920,0,92.9468199053504,30.131945716916807,25.0,0,625,Train_vestby_oslo
0,27.0,1.9583333333333333,28.958333333333332,648,1080,1920,5,34.61757824674989,21.4034009946156,24.0,47,695,Tram_ljabru_jernbanetorget
0,27.0,0.0,27.0,648,1080,1920,0,34.61757824674989,21.4034009946156,24.0,0,648,Car_snaroya_smestad
0,27.0,0.0,27.0,648,1080,1920,0,69.11774877987803,31.887388545502258,24.0,0,648,Tram_jernbanetorget_ljabru
0,25.0,0.0,25.0,625,1080,1920,0,92.9468199053504,30.131945716916807,25.0,0,625,Metro_kalbakken_jernbanetorget
0,26.066666666666666,0.0,26.066666666666666,782,1080,1920,0,64.01331619785371,24.66584142488366,30.0,0,782,Tram_ljabru_jernbanetorget
0,27.166666666666668,1.3333333333333333,28.5,815,1080,1920,3,57.92489190208584,8.566515536550902,30.0,40,855,Tram_ljabru_jernbanetorget
0,27.0,0.0,27.0,810,1080,1920,0,45.25730181933437,6.47053159800503,30.0,0,810,Tram_ljabru_jernbanetorget
0,27.694333333333333,4.337666666666666,32.032,664,1080,1920,3,72.4592681682656,30.94810643457089,23.976023976023978,104,768,Bus_ljansbakken_oslo
0,27.033333333333335,1.0333333333333334,28.066666666666666,811,1080,1920,3,14.2797843224242,6.6985359883237345,30.0,31,842,Car_snaroya_smestad
0,27.166666666666668,5.566666666666666,32.733333333333334,815,1080,1920,3,57.92489190208584,8.566515536550902,30.0,167,982,Bus_ljansbakken_oslo
0,26.625,0.0,26.625,639,1080,1920,0,43.56221475321591,11.106231569191065,24.0,0,639,Ferry_nesoddtangen_oslo
0,27.533333333333335,4.533333333333333,32.06666666666667,826,1080,1920,3,46.559426250657445,6.704285474180124,30.0,136,962,Bus_ljansbakken_oslo
0,27.933333333333334,0.0,27.933333333333334,838,1080,1920,0,51.2398822772529,12.835748041155938,30.0,0,838,Metro_kalbakken_jernbanetorget
0,27.0,0.0,27.0,648,1080,1920,0,34.61757824674989,21.4034009946156,24.0,0,648,Ferry_nesoddtangen_oslo
0,26.625,1.875,28.5,639,1080,1920,1,43.56221475321591,11.106231569191065,24.0,45,684,Bus_ljansbakken_oslo
0,27.533333333333335,0.0,27.533333333333335,826,1080,1920,0,46.559426250657445,6.704285474180124,30.0,0,826,Ferry_nesoddtangen_oslo
0,25.0,0.0,25.0,625,1080,1920,0,92.9468199053504,30.131945716916807,25.0,0,625,Tram_jernbanetorget_ljabru
0,25.0,0.0,25.0,625,1080,1920,0,92.9468199053504,30.131945716916807,25.0,0,625,Tram_ljabru_jernbanetorget
0,27.133333333333333,0.0,27.133333333333333,814,1080,1920,0,24.465410465044613,9.669711446285113,30.0,0,814,Train_vestby_oslo
0,27.033333333333335,8.6,35.63333333333333,811,1080,1920,4,14.2797843224242,6.6985359883237345,30.0,258,1069,Bus_ljansbakken_oslo
0,27.166666666666668,0.0,27.166666666666668,815,1080,1920,0,57.92489190208584,8.566515536550902,30.0,0,815,Car_snaroya_smestad
0,27.933333333333334,5.633333333333334,33.56666666666667,838,1080,1920,3,51.2398822772529,12.835748041155938,30.0,169,1007,Bus_ljansbakken_oslo
0,27.533333333333335,0.36666666666666664,27.9,826,1080,1920,1,46.559426250657445,6.704285474180124,30.0,11,837,Train_vestby_oslo
0,27.0,0.0,27.0,648,1080,1920,0,69.11774877987803,31.887388545502258,24.0,0,648,Ferry_nesoddtangen_oslo
0,27.694333333333333,0.0,27.694333333333333,664,1080,1920,0,72.4592681682656,30.94810643457089,23.976023976023978,0,664,Tram_ljabru_jernbanetorget
0,27.533333333333335,0.0,27.533333333333335,826,1080,1920,0,46.559426250657445,6.704285474180124,30.0,0,826,Car_snaroya_smestad
0,26.401374999999998,6.464791666666666,32.866166666666665,633,1080,1920,3,48.80988581524824,30.562098419365153,23.976023976023978,155,788,Bus_ljansbakken_oslo
0,27.0,2.375,29.375,648,1080,1920,4,69.11774877987803,31.887388545502258,24.0,57,705,Car_snaroya_smestad
0,26.466666666666665,0.0,26.466666666666665,794,1080,1920,0,32.45626741582569,23.969860687024266,30.0,0,794,Tram_jernbanetorget_ljabru
0,27.533333333333335,0.0,27.533333333333335,826,1080,1920,0,46.559426250657445,6.704285474180124,30.0,0,826,Ferry_nesoddtangen_oslo
0,26.625,0.0,26.625,639,1080,1920,0,43.56221475321591,11.106231569191065,24.0,0,639,Ferry_nesoddtangen_oslo
0,27.133333333333333,0.0,27.133333333333333,814,1080,1920,0,24.465410465044613,9.669711446285113,30.0,0,814,Ferry_nesoddtangen_oslo
0,26.066666666666666,3.7333333333333334,29.8,782,1080,1920,3,64.01331619785371,24.66584142488366,30.0,112,894,Bus_ljansbakken_oslo
0,27.694333333333333,0.0,27.694333333333333,664,1080,1920,0,72.4592681682656,30.94810643457089,23.976023976023978,0,664,Train_vestby_oslo
0,27.033333333333335,0.0,27.033333333333335,811,1080,1920,0,14.2797843224242,6.6985359883237345,30.0,0,811,Ferry_nesoddtangen_oslo
0,26.633333333333333,0.0,26.633333333333333,799,1080,1920,0,36.516496571081376,3.111321647896646,30.0,0,799,Tram_jernbanetorget_ljabru
0,26.466666666666665,0.8666666666666667,27.333333333333332,794,1080,1920,1,32.45626741582569,23.969860687024266,30.0,26,820,Metro_kalbakken_jernbanetorget
0,27.133333333333333,0.0,27.133333333333333,814,1080,1920,0,24.465410465044613,9.669711446285113,30.0,0,814,Metro_kalbakken_jernbanetorget
0,26.633333333333333,0.0,26.633333333333333,799,1080,1920,0,36.516496571081376,3.111321647896646,30.0,0,799,Metro_kalbakken_jernbanetorget
0,27.0,0.0,27.0,648,1080,1920,0,69.11774877987803,31.887388545502258,24.0,0,648,Tram_jernbanetorget_ljabru
0,25.0,0.0,25.0,625,1080,1920,0,92.9468199053504,30.131945716916807,25.0,0,625,Ferry_nesoddtangen_oslo
0,27.0,4.733333333333333,31.733333333333334,810,1080,1920,3,45.25730181933437,6.47053159800503,30.0,142,952,Bus_ljansbakken_oslo
0,27.0,0.0,27.0,810,1080,1920,0,45.25730181933437,6.47053159800503,30.0,0,810,Ferry_nesoddtangen_oslo
0,26.401374999999998,6.464791666666666,32.866166666666665,633,1080,1920,3,48.80988581524824,30.562098419365153,23.976023976023978,155,788,Bus_ljansbakken_oslo
0,27.133333333333333,0.0,27.133333333333333,814,1080,1920,0,24.465410465044613,9.669711446285113,30.0,0,814,Tram_jernbanetorget_ljabru
0,27.166666666666668,0.8666666666666667,28.033333333333335,815,1080,1920,2,57.92489190208584,8.566515536550902,30.0,26,841,Metro_kalbakken_jernbanetorget
0,27.533333333333335,0.03333333333333333,27.566666666666666,826,1080,1920,1,46.559426250657445,6.704285474180124,30.0,1,827,Train_vestby_oslo
0,26.633333333333333,5.466666666666667,32.1,799,1080,1920,4,36.516496571081376,3.111321647896646,30.0,164,963,Bus_ljansbakken_oslo
0,27.933333333333334,0.0,27.933333333333334,838,1080,1920,0,51.2398822772529,12.835748041155938,30.0,0,838,Train_vestby_oslo
0,26.466666666666665,0.0,26.466666666666665,794,1080,1920,0,32.45626741582569,23.969860687024266,30.0,0,794,Tram_jernbanetorget_ljabru
0,27.033333333333335,0.0,27.033333333333335,811,1080,1920,0,14.2797843224242,6.6985359883237345,30.0,0,811,Ferry_nesoddtangen_oslo
0,26.066666666666666,0.0,26.066666666666666,782,1080,1920,0,64.01331619785371,24.66584142488366,30.0,0,782,Train_vestby_oslo
0,26.625,0.0,26.625,639,1080,1920,0,43.56221475321591,11.106231569191065,24.0,0,639,Car_snaroya_smestad
0,26.401374999999998,6.464791666666666,32.866166666666665,633,1080,1920,3,48.80988581524824,30.562098419365153,23.976023976023978,155,788,Bus_ljansbakken_oslo
0,27.033333333333335,0.0,27.033333333333335,811,1080,1920,0,14.2797843224242,6.6985359883237345,30.0,0,811,Car_snaroya_smestad
0,27.133333333333333,0.0,27.133333333333333,814,1080,1920,0,24.465410465044613,9.669711446285113,30.0,0,814,Train_vestby_oslo
0,27.166666666666668,5.566666666666666,32.733333333333334,815,1080,1920,3,57.92489190208584,8.566515536550902,30.0,167,982,Bus_ljansbakken_oslo
0,27.533333333333335,0.0,27.533333333333335,826,1080,1920,0,46.559426250657445,6.704285474180124,30.0,0,826,Metro_kalbakken_jernbanetorget
0,27.166666666666668,0.2,27.366666666666667,815,1080,1920,1,57.92489190208584,8.566515536550902,30.0,6,821,Tram_jernbanetorget_ljabru
0,26.401374999999998,0.37537499999999996,26.77675,633,1080,1920,1,48.80988581524824,30.562098419365153,23.976023976023978,9,642,Train_vestby_oslo
0,27.933333333333334,1.0,28.933333333333334,838,1080,1920,1,51.2398822772529,12.835748041155938,30.0,30,868,Tram_jernbanetorget_ljabru
0,26.466666666666665,0.0,26.466666666666665,794,1080,1920,0,32.45626741582569,23.969860687024266,30.0,0,794,Tram_jernbanetorget_ljabru
0,27.0,6.583333333333333,33.583333333333336,648,1080,1920,2,69.11774877987803,31.887388545502258,24.0,158,806,Bus_ljansbakken_oslo
0,27.933333333333334,0.0,27.933333333333334,838,1080,1920,0,51.2398822772529,12.835748041155938,30.0,0,838,Train_vestby_oslo
0,27.0,0.0,27.0,648,1080,1920,0,34.61757824674989,21.4034009946156,24.0,0,648,Train_vestby_oslo
0,27.933333333333334,1.5333333333333334,29.466666666666665,838,1080,1920,1,51.2398822772529,12.835748041155938,30.0,46,884,Metro_kalbakken_jernbanetorget
0,26.633333333333333,0.0,26.633333333333333,799,1080,1920,0,36.516496571081376,3.111321647896646,30.0,0,799,Metro_kalbakken_jernbanetorget
0,26.401374999999998,0.37537499999999996,26.77675,633,1080,1920,1,48.80988581524824,30.562098419365153,23.976023976023978,9,642,Train_vestby_oslo
0,27.033333333333335,0.23333333333333334,27.266666666666666,811,1080,1920,1,14.2797843224242,6.6985359883237345,30.0,7,818,Metro_kalbakken_jernbanetorget
0,27.133333333333333,0.0,27.133333333333333,814,1080,1920,0,24.465410465044613,9.669711446285113,30.0,0,814,Tram_jernbanetorget_ljabru
0,27.0,0.0,27.0,810,1080,1920,0,45.25730181933437,6.47053159800503,30.0,0,810,Ferry_nesoddtangen_oslo
0,27.133333333333333,0.16666666666666666,27.3,814,1080,1920,1,24.465410465044613,9.669711446285113,30.0,5,819,Tram_ljabru_jernbanetorget
0,26.401374999999998,2.8361666666666663,29.237541666666665,633,1080,1920,6,48.80988581524824,30.562098419365153,23.976023976023978,68,701,Tram_ljabru_jernbanetorget
0,26.625,0.0,26.625,639,1080,1920,0,43.56221475321591,11.106231569191065,24.0,0,639,Tram_ljabru_jernbanetorget
0,27.933333333333334,5.633333333333334,33.56666666666667,838,1080,1920,3,51.2398822772529,12.835748041155938,30.0,169,1007,Bus_ljansbakken_oslo
0,27.133333333333333,2.7,29.833333333333332,814,1080,1920,3,24.465410465044613,9.669711446285113,30.0,81,895,Bus_ljansbakken_oslo
0,26.401374999999998,0.0,26.401374999999998,633,1080,1920,0,48.80988581524824,30.562098419365153,23.976023976023978,0,633,Tram_jernbanetorget_ljabru
0,26.066666666666666,1.1,27.166666666666668,782,1080,1920,1,64.01331619785371,24.66584142488366,30.0,33,815,Metro_kalbakken_jernbanetorget
0,26.466666666666665,5.633333333333334,32.1,794,1080,1920,3,32.45626741582569,23.969860687024266,30.0,169,963,Bus_ljansbakken_oslo
0,27.033333333333335,0.0,27.033333333333335,811,1080,1920,0,14.2797843224242,6.6985359883237345,30.0,0,811,Tram_jernbanetorget_ljabru
0,27.533333333333335,0.0,27.533333333333335,826,1080,1920,0,46.559426250657445,6.704285474180124,30.0,0,826,Car_snaroya_smestad
0,27.0,1.4583333333333333,28.458333333333332,648,1080,1920,4,34.61757824674989,21.4034009946156,24.0,35,683,Car_snaroya_smestad
0,27.533333333333335,0.1,27.633333333333333,826,1080,1920,1,46.559426250657445,6.704285474180124,30.0,3,829,Tram_jernbanetorget_ljabru
0,27.166666666666668,0.0,27.166666666666668,815,1080,1920,0,57.92489190208584,8.566515536550902,30.0,0,815,Ferry_nesoddtangen_oslo
0,27.166666666666668,0.0,27.166666666666668,815,1080,1920,0,57.92489190208584,8.566515536550902,30.0,0,815,Car_snaroya_smestad
0,27.166666666666668,0.0,27.166666666666668,815,1080,1920,0,57.92489190208584,8.566515536550902,30.0,0,815,Metro_kalbakken_jernbanetorget
0,27.533333333333335,0.0,27.533333333333335,826,1080,1920,0,46.559426250657445,6.704285474180124,30.0,0,826,Tram_jernbanetorget_ljabru
0,25.0,0.0,25.0,625,1080,1920,0,92.9468199053504,30.131945716916807,25.0,0,625,Tram_ljabru_jernbanetorget
0,27.133333333333333,0.0,27.133333333333333,814,1080,1920,0,24.465410465044613,9.669711446285113,30.0,0,814,Train_vestby_oslo
0,27.033333333333335,0.0,27.033333333333335,811,1080,1920,0,14.2797843224242,6.6985359883237345,30.0,0,811,Train_vestby_oslo
0,27.0,6.833333333333333,33.833333333333336,648,1080,1920,3,69.11774877987803,31.887388545502258,24.0,164,812,Bus_ljansbakken_oslo
0,27.133333333333333,0.0,27.133333333333333,814,1080,1920,0,24.465410465044613,9.669711446285113,30.0,0,814,Ferry_nesoddtangen_oslo
0,27.0,0.0,27.0,648,1080,1920,0,69.11774877987803,31.887388545502258,24.0,0,648,Car_snaroya_smestad
0,27.694333333333333,0.7507499999999999,28.445083333333333,664,1080,1920,2,72.4592681682656,30.94810643457089,23.976023976023978,18,682,Metro_kalbakken_jernbanetorget
0,25.0,0.0,25.0,625,1080,1920,0,92.9468199053504,30.131945716916807,25.0,0,625,Ferry_nesoddtangen_oslo
0,27.694333333333333,0.7507499999999999,28.445083333333333,664,1080,1920,2,72.4592681682656,30.94810643457089,23.976023976023978,18,682,Tram_ljabru_jernbanetorget
0,27.0,4.291666666666667,31.291666666666668,648,1080,1920,8,69.11774877987803,31.887388545502258,24.0,103,751,Tram_ljabru_jernbanetorget
0,27.933333333333334,4.066666666666666,32.0,838,1080,1920,7,51.2398822772529,12.835748041155938,30.0,122,960,Tram_ljabru_jernbanetorget
0,27.0,0.0,27.0,810,1080,1920,0,45.25730181933437,6.47053159800503,30.0,0,810,Train_vestby_oslo
0,27.033333333333335,0.0,27.033333333333335,811,1080,1920,0,14.2797843224242,6.6985359883237345,30.0,0,811,Tram_ljabru_jernbanetorget
0,27.694333333333333,0.0,27.694333333333333,664,1080,1920,0,72.4592681682656,30.94810643457089,23.976023976023978,0,664,Metro_kalbakken_jernbanetorget
0,26.625,0.0,26.625,639,1080,1920,0,43.56221475321591,11.106231569191065,24.0,0,639,Metro_kalbakken_jernbanetorget
0,27.0,0.0,27.0,648,1080,1920,0,34.61757824674989,21.4034009946156,24.0,0,648,Ferry_nesoddtangen_oslo
0,26.633333333333333,0.0,26.633333333333333,799,1080,1920,0,36.516496571081376,3.111321647896646,30.0,0,799,Train_vestby_oslo
0,27.133333333333333,0.4666666666666667,27.6,814,1080,1920,1,24.465410465044613,9.669711446285113,30.0,14,828,Train_vestby_oslo
0,26.066666666666666,0.0,26.066666666666666,782,1080,1920,0,64.01331619785371,24.66584142488366,30.0,0,782,Metro_kalbakken_jernbanetorget
0,25.0,0.0,25.0,625,1080,1920,0,92.9468199053504,30.131945716916807,25.0,0,625,Tram_jernbanetorget_ljabru
0,27.533333333333335,0.0,27.533333333333335,826,1080,1920,0,46.559426250657445,6.704285474180124,30.0,0,826,Tram_jernbanetorget_ljabru
0,27.033333333333335,0.0,27.033333333333335,811,1080,1920,0,14.2797843224242,6.6985359883237345,30.0,0,811,Train_vestby_oslo
0,26.633333333333333,0.0,26.633333333333333,799,1080,1920,0,36.516496571081376,3.111321647896646,30.0,0,799,Tram_ljabru_jernbanetorget
0,26.633333333333333,0.0,26.633333333333333,799,1080,1920,0,36.516496571081376,3.111321647896646,30.0,0,799,Metro_kalbakken_jernbanetorget
0,26.401374999999998,0.0,26.401374999999998,633,1080,1920,0,48.80988581524824,30.562098419365153,23.976023976023978,0,633,Car_snaroya_smestad
0,26.401374999999998,2.8361666666666663,29.237541666666665,633,1080,1920,6,48.80988581524824,30.562098419365153,23.976023976023978,68,701,Tram_ljabru_jernbanetorget
0,26.466666666666665,0.0,26.466666666666665,794,1080,1920,0,32.45626741582569,23.969860687024266,30.0,0,794,Car_snaroya_smestad
0,27.533333333333335,5.833333333333333,33.36666666666667,826,1080,1920,2,46.559426250657445,6.704285474180124,30.0,175,1001,Metro_kalbakken_jernbanetorget
0,27.0,0.0,27.0,648,1080,1920,0,34.61757824674989,21.4034009946156,24.0,0,648,Ferry_nesoddtangen_oslo
0,26.633333333333333,0.0,26.633333333333333,799,1080,1920,0,36.516496571081376,3.111321647896646,30.0,0,799,Train_vestby_oslo
0,27.694333333333333,0.0,27.694333333333333,664,1080,1920,0,72.4592681682656,30.94810643457089,23.976023976023978,0,664,Ferry_nesoddtangen_oslo
0,27.133333333333333,0.0,27.133333333333333,814,1080,1920,0,24.465410465044613,9.669711446285113,30.0,0,814,Tram_jernbanetorget_ljabru
0,26.066666666666666,0.0,26.066666666666666,782,1080,1920,0,64.01331619785371,24.66584142488366,30.0,0,782,Ferry_nesoddtangen_oslo
0,26.401374999999998,0.37537499999999996,26.77675,633,1080,1920,1,48.80988581524824,30.562098419365153,23.976023976023978,9,642,Train_vestby_oslo
0,26.625,0.0,26.625,639,1080,1920,0,43.56221475321591,11.106231569191065,24.0,0,639,Tram_jernbanetorget_ljabru
0,27.0,3.9166666666666665,30.916666666666668,648,1080,1920,8,69.11774877987803,31.887388545502258,24.0,94,742,Tram_ljabru_jernbanetorget
0,26.066666666666666,0.0,26.066666666666666,782,1080,1920,0,64.01331619785371,24.66584142488366,30.0,0,782,Tram_jernbanetorget_ljabru
0,26.066666666666666,3.7333333333333334,29.8,782,1080,1920,3,64.01331619785371,24.66584142488366,30.0,112,894,Bus_ljansbakken_oslo
0,27.166666666666668,1.3333333333333333,28.5,815,1080,1920,3,57.92489190208584,8.566515536550902,30.0,40,855,Tram_ljabru_jernbanetorget
0,26.401374999999998,2.8361666666666663,29.237541666666665,633,1080,1920,6,48.80988581524824,30.562098419365153,23.976023976023978,68,701,Tram_ljabru_jernbanetorget
